Date,Tesla Close Price,Tesla Volume,Nickel Close Price,Nickel Volume,Lithium Close Price,Lithium Volume,NASDAQ Close Price,NASDAQ Volume
2015-09-25,51.382,18867000,657.2,16950.0,18.559998999999998,5800,4686.5,2050530000
2015-09-28,49.686001,24505500,648.1,29520.0,17.98,6100,4543.970215,2387610000
2015-09-29,49.330002,18516000,649.6,30600.0,17.84,4600,4517.319824,2293450000
2015-09-30,49.68,24648000,663.0,26130.0,18.58,7300,4620.160156,2398350000
2015-10-01,47.976002,22865000,665.2,57400.0,18.780001000000002,7300,4627.080078,2133990000
2015-10-02,49.514,22120000,,,18.879998999999998,3400,4707.779785,2183320000
2015-10-05,49.23,18449500,648.1,47200.0,19.360001,20800,4781.259765999999,2005320000
2015-10-06,48.292,26126000,650.8,33570.0,19.620001000000002,5700,4748.359863000001,2085020000
2015-10-07,46.391998,34070000,663.1,41040.0,19.879998999999998,5000,4791.149902,2149890000
2015-10-08,45.344002,30666000,663.0,29390.0,20.219998999999998,5400,4810.790039,1984230000
2015-10-09,44.138,30792000,683.5,73340.0,20.299999,10100,4830.470215,1804260000
2015-10-12,43.116001000000004,19181500,682.8,39600.0,20.24,5700,4838.640136999999,1343820000
2015-10-13,43.849998,25857500,680.7,31640.0,20.0,33200,4796.609863000001,1565060000
2015-10-14,43.375999,15522000,681.5,27130.0,20.059998999999998,4000,4782.850098,1902460000
2015-10-15,44.262001,14221000,684.2,31830.0,20.34,10900,4870.100098,1942900000
2015-10-16,45.402,21672500,684.6,20900.0,20.42,5000,4886.689941,1855290000
2015-10-19,45.619999,12539500,673.2,27090.0,20.52,9900,4905.470215,1619920000
2015-10-20,42.605999,74500000,678.6,27550.0,20.66,13900,4880.970215,1711700000
2015-10-21,42.018002,20757500,674.0,26110.0,20.440001000000002,8500,4840.120117,1895390000
2015-10-22,42.344002,14126000,673.5,12620.0,20.68,5500,4920.049805,2156040000
2015-10-23,41.818001,21177500,682.1,36610.0,20.6,3800,5031.859863000001,2178270000
2015-10-26,43.051998,16957000,679.5,23300.0,20.719998999999998,21700,5034.700195,1758690000
2015-10-27,42.07,17597000,686.1,22120.0,20.360001,19500,5030.149902,1986840000
2015-10-28,42.591999,13643000,682.9,27160.0,20.74,7900,5095.689941,2141130000
2015-10-29,42.326,9025000,675.0,25420.0,20.879998999999998,7100,5074.27002,1928310000
2015-10-30,41.386002000000005,22194500,660.5,20400.0,20.719998999999998,4800,5053.75,2016390000
2015-11-02,42.757999,19639500,668.2,23780.0,20.98,12400,5127.149902,1888180000
2015-11-03,41.669998,41662500,655.6,34700.0,20.9,29700,5145.129883,2028630000
2015-11-04,46.326,63632000,651.7,36690.0,21.08,14800,5142.47998,2096110000
2015-11-05,46.354,22484000,649.3,38000.0,21.0,19800,5127.740234000001,2054490000
2015-11-06,46.472,12226500,641.6,29050.0,20.82,9100,5147.120117,2066430000
2015-11-09,45.066002000000005,19254500,638.4,22660.0,20.4,17100,5095.299805,1850770000
2015-11-10,43.299999,23085000,635.1,31500.0,20.16,25500,5083.240234000001,1906120000
2015-11-11,43.816002000000005,16739000,629.2,4300.0,20.1,10700,5067.02002,1672340000
2015-11-12,42.588001,14579500,623.1,18010.0,20.040001,5800,5005.080078,1820930000
2015-11-13,41.438,17151500,626.2,22430.0,20.18,23200,4927.879883,2001050000
2015-11-16,42.862,14627000,615.7,24920.0,20.42,2600,4984.620117,1819190000
2015-11-17,42.799999,10743500,602.6,33720.0,20.459999,12400,4986.02002,1861710000
2015-11-18,44.214001,14059500,597.0,34950.0,20.200001,17400,5075.200195,2017390000
2015-11-19,44.360001000000004,12522000,592.6,34250.0,20.620001000000002,30200,5073.640136999999,1794110000
2015-11-20,44.001999,22003500,574.4,57120.0,20.58,20100,5104.919922,1766630000
2015-11-23,43.549999,12631000,549.2,48040.0,20.620001000000002,64100,5102.47998,1668280000
2015-11-24,43.650002,12401500,584.0,64080.0,20.49,22300,5102.810059,1956920000
2015-11-25,45.928001,19954000,592.1,30020.0,20.51,35700,5116.140136999999,1539300000
2015-11-27,46.321999,9747000,585.5,49760.0,20.27,2100,5127.52002,781730000
2015-11-30,46.051998,13299000,586.1,23540.0,20.27,15500,5108.669922,2244550000
2015-12-01,47.438,18670000,602.7,35000.0,20.280001000000002,12700,5156.310059,2035570000
2015-12-02,46.397999,14907500,595.9,37380.0,19.969998999999998,24700,5123.220215,2060340000
2015-12-03,46.542,14698000,595.1,39030.0,20.07,4700,5037.529785,2088100000
2015-12-04,46.076,12868000,601.6,45430.0,20.280001000000002,40100,5142.27002,1897490000
2015-12-07,46.226002,15721000,587.1,32940.0,19.809998999999998,9400,5101.810059,1952690000
2015-12-08,45.344002,13438000,580.6,36840.0,19.309998999999998,28200,5098.240234000001,1871450000
2015-12-09,44.903999,15289000,583.1,37130.0,19.49,30200,5022.870117,2003450000
2015-12-10,45.414001,10358500,572.3,37620.0,19.17,7800,5045.169922,1746520000
2015-12-11,43.403999,16343500,589.1,41150.0,18.82,5800,4933.470215,2084950000
2015-12-14,43.716,14135500,592.7,28730.0,18.700001,6000,4952.22998,2216060000
2015-12-15,44.217999,11222000,572.7,34090.0,19.07,46400,4995.359863000001,2054710000
2015-12-16,46.902,25521500,587.0,39250.0,19.73,53900,5071.129883,2036610000
2015-12-17,46.678001,16493000,574.5,29740.0,19.6,10100,5002.549805,1897220000
2015-12-18,46.091999,15071000,580.9,33330.0,19.530001000000002,50700,4923.080078,3765210000
2015-12-21,46.512001,9766000,585.8,34500.0,19.549999,51200,4968.919922,1673400000
2015-12-22,45.990002000000004,9807500,572.2,29500.0,19.950001,53500,5001.109863000001,1556670000
2015-12-23,45.939999,7775000,570.1,35990.0,20.290001,44900,5045.930176,1591490000
2015-12-24,46.113997999999995,3540000,567.2,16710.0,20.200001,41900,5048.490234000001,706880000
2015-12-28,45.790001000000004,9506500,561.6,18230.0,20.200001,18400,5040.990234000001,1310650000
2015-12-29,47.438,12031500,575.7,45130.0,20.450001,17900,5107.939941,1383470000
2015-12-30,47.618,18489500,574.7,29710.0,20.43,47700,5065.850098,1247530000
2015-12-31,48.001999,13575000,575.8,23620.0,20.09,8800,5007.410156,1437480000
2016-01-04,44.681999,34135500,571.1,44300.0,19.870001000000002,10400,4903.089844,2218420000
2016-01-05,44.686001,15934000,569.6,29210.0,19.82,3300,4891.430176,1927380000
2016-01-06,43.807999,18895500,577.4,34440.0,19.25,46000,4835.759765999999,2168620000
2016-01-07,43.130001,17771500,562.9,44760.0,18.559998999999998,24300,4689.430176,2552590000
2016-01-08,42.200001,18140500,569.8,33890.0,18.440001000000002,12700,4643.629883,2288750000
2016-01-11,41.57,20457000,552.2,33500.0,18.26,19100,4637.990234000001,2391110000
2016-01-12,41.993999,15459500,545.7,31730.0,18.379998999999998,15900,4685.919922,2147470000
2016-01-13,40.062,20632000,554.6,31240.0,18.030001000000002,5900,4526.060059,2533200000
2016-01-14,41.236,32453500,579.4,39160.0,18.25,6100,4615.0,2565560000
2016-01-15,40.998001,27893000,572.1,34060.0,18.01,18800,4488.419922,2818630000
2016-01-19,40.944,20193500,581.4,34900.0,18.08,19200,4476.950195,2394550000
2016-01-20,39.740002000000004,29193000,581.5,27530.0,17.559998999999998,18100,4471.689941,3204130000
2016-01-21,39.993999,15831000,592.2,25640.0,17.719998999999998,42700,4472.060059,2447750000
2016-01-22,40.509997999999996,15620500,582.9,32890.0,18.209999,4700,4591.180176,2153340000
2016-01-25,39.276001,13493500,577.8,22750.0,17.85,5300,4518.490234000001,2028880000
2016-01-26,38.712002000000005,24821000,,,17.83,12400,4567.669922,1981180000
2016-01-27,37.613997999999995,18086000,588.3,31900.0,17.68,3600,4468.169922,2115710000
2016-01-28,37.939999,22964000,582.8,22820.0,17.66,3300,4506.680176,2322310000
2016-01-29,38.240002000000004,14261500,579.3,18270.0,18.049999,3500,4613.950195,2617550000
2016-02-01,39.388,26488000,580.6,27660.0,18.049999,18700,4620.370117,1983340000
2016-02-02,36.556,28868000,572.7,29240.0,17.66,4600,4516.950195,2185180000
2016-02-03,34.695999,39657000,581.8,27020.0,17.99,9600,4504.240234000001,2466190000
2016-02-04,35.066002000000005,21927000,580.0,28030.0,18.360001,12700,4509.560059,2200930000
2016-02-05,32.52,47188000,555.5,42740.0,18.040001,7200,4363.140136999999,2489280000
2016-02-08,29.598,46565000,563.6,35920.0,17.49,13100,4283.75,2702070000
2016-02-09,29.65,43258000,551.9,33040.0,17.450001,15700,4268.759765999999,2465790000
2016-02-10,28.733999,52032500,542.1,39470.0,17.5,6300,4283.589844,2448380000
2016-02-11,30.094,71262000,522.6,40550.0,17.25,6400,4266.839844,2812330000
2016-02-12,30.208,36179000,534.1,31820.0,17.35,9800,4337.509765999999,1983190000
2016-02-16,31.034,27969000,572.1,30390.0,17.84,7100,4435.959961,2117920000
2016-02-17,33.736,29126000,576.4,24500.0,18.459999,9400,4534.060059,2296440000
2016-02-18,33.354,19438000,572.6,20340.0,18.26,4800,4487.540039,1955870000
2016-02-19,33.316002000000005,14797000,592.2,26950.0,18.129998999999998,4400,4504.430176,1903770000
2016-02-22,35.548,25300500,599.1,31420.0,18.790001,9800,4570.609863000001,1794020000
2016-02-23,35.442001,29922000,592.4,27410.0,18.450001,14700,4503.580078,1777750000
2016-02-24,35.799999,26978000,592.0,27360.0,18.42,4400,4542.609863000001,1978180000
2016-02-25,37.486,28753500,572.9,27960.0,18.559998999999998,6100,4582.200195,1667840000
2016-02-26,38.068001,30325500,582.7,26270.0,18.74,6800,4590.470215,1814920000
2016-02-29,38.386002000000005,22495000,579.5,15140.0,18.879998999999998,17900,4557.950195,2065260000
2016-03-01,37.27,33561000,591.6,23520.0,19.43,29400,4689.600098,2080150000
2016-03-02,37.667999,24312000,589.9,37540.0,19.610001,20300,4703.419922,1912510000
2016-03-03,39.147999,24145000,606.1,31300.0,19.790001,4700,4707.419922,1936290000
2016-03-04,40.208,32445500,626.7,51410.0,20.25,16500,4717.02002,2171230000
2016-03-07,41.057999,26647000,627.5,30120.0,20.610001,21200,4708.25,2084390000
2016-03-08,40.52,20893500,581.7,63220.0,20.02,45700,4648.819824,1993060000
2016-03-09,41.743999,16043000,599.0,45400.0,20.09,4700,4674.379883,1789550000
2016-03-10,41.035999,25962500,593.1,30730.0,19.99,6600,4662.160156,1936470000
2016-03-11,41.5,16715500,588.7,28270.0,20.73,7600,4748.470215,1801790000
2016-03-14,43.029999,20328500,582.5,31180.0,20.83,19100,4750.279785,1615100000
2016-03-15,43.667999,15902500,580.6,26590.0,20.42,12400,4728.669922,1692420000
2016-03-16,44.386002000000005,17583500,578.3,26570.0,20.85,6800,4763.970215,1781060000
2016-03-17,45.276001,18914500,590.0,38260.0,21.41,21300,4774.990234000001,1907190000
2016-03-18,46.548,23559000,574.1,33790.0,21.450001,11100,4795.649902,2829040000
2016-03-21,47.664001,26539000,584.1,27830.0,21.73,16900,4808.870117,1609230000
2016-03-22,46.848,21580000,586.9,22450.0,21.799999,31500,4821.660156,1596200000
2016-03-23,44.515999,24744000,577.9,20720.0,21.370001000000002,24900,4768.859863000001,1732630000
2016-03-24,45.549999,24804500,581.0,10750.0,21.059998999999998,22100,4773.5,1590990000
2016-03-28,46.051998,19628500,576.6,11010.0,21.1,18500,4766.790039,1381000000
2016-03-29,46.026001,20071500,564.4,27760.0,21.48,78900,4846.620117,1806490000
2016-03-30,45.377998,20165000,557.7,24710.0,21.77,13400,4869.290039,1717820000
2016-03-31,45.953998999999996,40064500,550.6,20100.0,21.48,63300,4869.850098,1774270000
2016-04-01,47.518002,79987500,555.9,26710.0,21.42,20600,4914.540039,1812250000
2016-04-04,49.397999,67376500,559.2,21580.0,21.440001000000002,114300,4891.799805,1705730000
2016-04-05,51.094002,49743500,568.3,24490.0,20.950001,45600,4843.930176,1726010000
2016-04-06,53.084,58527500,573.1,24110.0,21.02,52400,4920.720215,1761770000
2016-04-07,51.439999,44281000,562.1,23760.0,20.91,13700,4848.370117,1908940000
2016-04-08,50.014,36819500,572.8,21440.0,21.26,12200,4850.689941,1588830000
2016-04-11,49.984001,45808500,567.6,18880.0,21.68,97200,4833.399902,1545540000
2016-04-12,49.563999,28816000,589.4,30020.0,21.77,62500,4872.089844,1759280000
2016-04-13,50.905998,24628000,596.3,25680.0,22.219998999999998,135000,4947.419922,1936450000
2016-04-14,50.372002,20661000,599.9,13690.0,22.290001,107800,4945.890136999999,1645810000
2016-04-15,50.902,18762000,593.7,15520.0,22.530001000000002,89000,4938.220215,1684790000
2016-04-18,50.776001,21357000,606.4,25480.0,22.99,132800,4960.02002,1672260000
2016-04-19,49.473999,31787500,610.1,24220.0,23.6,115400,4940.330078,1824250000
2016-04-20,49.993999,25970500,613.2,32830.0,23.629998999999998,125400,4948.129883,1781340000
2016-04-21,49.658001,13915500,602.1,61920.0,23.43,66300,4945.890136999999,1758190000
2016-04-22,50.75,18931500,601.6,41280.0,23.35,56500,4906.22998,2018930000
2016-04-25,50.363997999999995,18351500,606.3,27780.0,23.01,51900,4895.790039,1582270000
2016-04-26,50.748001,16119000,609.4,29870.0,23.02,62500,4888.279785,1825020000
2016-04-27,50.293999,16029000,610.7,29490.0,23.02,72200,4863.140136999999,1938780000
2016-04-28,49.542,12595000,613.8,21460.0,22.82,43300,4805.290039,2161400000
2016-04-29,48.152,27069000,628.6,21200.0,22.73,82100,4775.359863000001,2376460000
2016-05-02,48.360001000000004,19219500,629.1,14350.0,22.809998999999998,53900,4817.589844,1880460000
2016-05-03,46.464001,21511000,633.7,54350.0,22.879998999999998,56700,4763.220215,1984340000
2016-05-04,44.512001,43502500,630.7,31630.0,22.5,29400,4725.640136999999,1950800000
2016-05-05,42.306,56274000,597.7,47200.0,22.629998999999998,41700,4717.089844,1888350000
2016-05-06,42.986,28426000,604.4,35560.0,22.77,78600,4736.160156,1860800000
2016-05-09,41.784,23882000,579.1,36480.0,22.51,73700,4750.209961,1625100000
2016-05-10,41.737999,20353000,582.5,29280.0,23.190001000000002,79900,4809.879883,1760120000
2016-05-11,41.792,25809500,590.4,31350.0,23.33,118100,4760.689941,1859110000
2016-05-12,41.456001,18252500,577.9,32830.0,23.34,122100,4737.330078,1930450000
2016-05-13,41.521999,14114000,580.9,23210.0,23.129998999999998,127100,4717.680176,1698030000
2016-05-16,41.658001,14747000,584.8,22780.0,23.33,50100,4775.459961,1741510000
2016-05-17,40.931999,14218000,587.4,25150.0,23.17,47100,4715.72998,1925230000
2016-05-18,42.234001,28087500,581.0,21520.0,22.950001,88900,4739.120117,1934100000
2016-05-19,43.042,34331500,578.8,23230.0,23.17,66500,4712.529785,1805890000
2016-05-20,44.056,45035500,572.1,25450.0,23.41,34800,4769.560059,1970520000
2016-05-23,43.243999,25512500,564.3,29250.0,23.52,94900,4765.779785,1865110000
2016-05-24,43.582001,15069000,570.1,28240.0,23.469998999999998,102400,4861.060059,1942280000
2016-05-25,43.916,15634000,562.0,24650.0,23.889999,66100,4894.890136999999,1784420000
2016-05-26,45.023998,20362000,558.7,28930.0,23.969998999999998,134400,4901.77002,1606250000
2016-05-27,44.608002,18251500,562.1,21230.0,24.059998999999998,139700,4933.5,1505020000
2016-05-31,44.646,13945000,568.7,28120.0,24.26,153400,4948.049805,2285350000
2016-06-01,43.911999,14913500,574.1,24380.0,24.559998999999998,81000,4952.25,1797090000
2016-06-02,43.792,10164000,570.0,23370.0,24.42,99600,4971.359863000001,1729050000
2016-06-03,43.798,11145000,572.1,31570.0,24.58,76900,4942.52002,1697840000
2016-06-06,44.136002000000005,11247500,581.0,25920.0,25.040001,269700,4968.709961,1663840000
2016-06-07,46.467999,31068000,576.7,21150.0,25.450001,232000,4961.75,1747760000
2016-06-08,47.104,29860000,598.9,39010.0,25.77,961600,4974.640136999999,1692640000
2016-06-09,45.872002,22460500,598.3,50240.0,25.51,148700,4958.620117,1632340000
2016-06-10,43.757999,30133000,597.6,23480.0,24.950001,122100,4894.549805,1822200000
2016-06-13,43.574001,20965000,596.3,20160.0,24.559998999999998,122000,4848.439941,1888300000
2016-06-14,42.992001,17901000,597.4,19090.0,24.440001000000002,93300,4843.549805,1919710000
2016-06-15,43.540001000000004,14542500,603.6,45510.0,24.780001000000002,61100,4834.930176,1802200000
2016-06-16,43.585999,12201500,597.2,25530.0,24.65,118100,4844.919922,1851770000
